university,university-href,col-list,col-list-href,College Name,College Category,Approved By,College Code,Affiliated University,Established Year,College Type,Institution Type,Address,Pin Code,Location,District,Contact Number 1,Contact Number 2,Courses
"Madurai Kamaraj University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/12/Madurai-Kamaraj-University-Affiliated-Colleges.html","Rev. Jacob Memorial Christian College, Dindigul","http://www.colleges-in-tamilnadu.com/colleges/348/Rev-Jacob-Memorial-Christian-College.html","Rev. Jacob Memorial Christian College","Arts & Science","null","null","Madurai Kamaraj University","null","Co-Education","","Rev. Jacob Memorial Christian College of Arts & Science,

Ambilikkai,

Dindigul.","624 612","Dindigul","Dindigul","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Electronics""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Com. - Commerce""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» M.F.C. - Finance & Control""},{""Courses"":""» P.G.D.C.A - Computer Applications""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Institute of Ophthalmology, Joseph Eye Hospital, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1478/Institute-of-Ophthalmology-Joseph-Eye-Hospital.html","Institute of Ophthalmology, Joseph Eye Hospital","Medical","MCI","null","Tamil Nadu Dr. M.G.R. Medical University","1988","Co-Education","Self Finance","Institute of Ophthalmology, Joseph Eye Hospital

Trichy","620 001","Trichy","Trichy","null","null","[{""Courses"":""» M.S. - Ophthalmology""},{""Courses"":""» Diploma in - Ophthalmology""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","K.M. College of Pharmacy, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1561/K-M-College-of-Pharmacy.html","K.M. College of Pharmacy","Pharmacy","AICTE and PCI","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Self Finance","K.M. College of Pharmacy

Uthangudi

Melur Road

Madurai","","Madurai","Madurai","null","null","[{""Courses"":""» B.Pharm. - Pharmacy""},{""Courses"":""» M.Pharm. - Pharmaceutical Analysis""},{""Courses"":""» M.Pharm. - Pharmaceutical Chemistry""},{""Courses"":""» M.Pharm. - Pharmaceutics""},{""Courses"":""» M.Pharm. - Pharmacology""},{""Courses"":""» M.Pharm. - Pharmacy Practice""},{""Courses"":""» D.Pharm. - Pharmacy""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Meenakshi University (Meenakshi College of Physiotherapy), Chennai","http://www.colleges-in-tamilnadu.com/colleges/1629/Meenakshi-University-Meenakshi-College-of-Physiotherapy.html","Meenakshi University (Meenakshi College of Physiotherapy)","Physiotherapy","null","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Self Finance","Meenakshi University (Meenakshi College of Physiotherapy)

Alapakkam Main Road

Maduravoyal

Chennai","602 102","Chennai","Chennai","null","null","[{""Courses"":""» B.P.T. - Physiotherapy""},{""Courses"":""» M.P.T. - Advanced P.T. in Cardio Pulmonary Diseases""},{""Courses"":""» M.P.T. - Advanced P.T. in Neurology""},{""Courses"":""» M.P.T. - Advanced P.T. in Orthopaedics""},{""Courses"":""» M.P.T. - Hand Conditions""}]"
"Tiruvalluvar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/25/Tiruvalluvar-University-Affiliated-Colleges.html","Thiruvalluvar Arts and Science College, Cuddalore","http://www.colleges-in-tamilnadu.com/colleges/512/Thiruvalluvar-Arts-and-Science-College.html","Thiruvalluvar Arts and Science College","Arts & Science","null","null","Tiruvalluvar University","null","Co-Education","Self Finance","Thiruvalluvar Arts and Science College

Kurinchipadi

Cuddalore","607 302","Cuddalore","Cuddalore","null","null","[]"
"Anna University - Tirunelveli","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/5/Anna-University-Tirunelveli-Affiliated-Colleges.html","P.S.R. Rengasamy College of Engineering for Women, Sivakasi, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/841/P-S-R-Rengasamy-College-of-Engineering-for-Women.html","P.S.R. Rengasamy College of Engineering for Women","Engineering","AICTE","4995","Anna University - Tirunelveli","2008","Womens","Self Finance","P.S.R. Rengasamy College of Engineering for Women,

Sevalpatti,

AppayanaickenPatti,

Sivakasi,

Virudhunagar.","626 140","Sivakasi","Virudhunagar","04562239055","04562239093","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Vinayaka Missions Annapoorna College of Education, Salem","http://www.colleges-in-tamilnadu.com/colleges/2960/Vinayaka-Missions-Annapoorna-College-of-Education.html","Vinayaka Missions Annapoorna College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Co-Education","Self Finance","Vinayaka Missions Annapoorna College of Education

Periyaseeragapadi Post

NH 47, Sankari Main Road

Salem","636 308","Salem","Salem","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","University College of Engineering,Thiruvannamalai, Arni, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1031/University-College-of-EngineeringThiruvannamalai.html","University College of Engineering,Thiruvannamalai","Engineering","AICTE","1015","Anna University","2009","Co-Education","Government","University College of Engineering, Arni,

S.V Nagaram,

Arni,

Thiruvannamalai.","632 317","Arni","Tiruvanamalai","04173223600","null","[{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» B.E. - Mechanical Engineering - Tamil Medium""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","S.K.B. College of Education, Tiruvallur","http://www.colleges-in-tamilnadu.com/colleges/2509/S-K-B-College-of-Education.html","S.K.B. College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2006","Co-Education","Self Finance","S.K.B. College of Education

Pudur Village

Kunnavalam Post

Tiruvallur","631 210","Tiruvallur","Tiruvallur","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","The Kavery College of Education for Women, Mettur, Salem","http://www.colleges-in-tamilnadu.com/colleges/2868/The-Kavery-College-of-Education-for-Women.html","The Kavery College of Education for Women","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2006","Womens","Self Finance","The Kavery College of Education for Women

M. Kalipatti Post

Mecheri

Mettur","636 453","Mettur","Salem","null","null","[{""Courses"":""» B.Ed. - Education""},{""Courses"":""» M.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Sri Saraswathi College of Education, Trichy","http://www.colleges-in-tamilnadu.com/colleges/2721/Sri-Saraswathi-College-of-Education.html","Sri Saraswathi College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2005","Co-Education","Self Finance","Sri Saraswathi College of Education

No.390 Pallividai

Chennai High Road

Samayapuram

Trichy","621 112","Trichy","Trichy","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"University of Madras","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/26/University-of-Madras-Affiliated-Colleges.html","Pachaiyappa's College for Women, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/311/Pachaiyappas-College-for-Women.html","Pachaiyappa's College for Women","Arts & Science","null","null","University of Madras","1967","Womens","Aided","Pachaiyappa's College for Women, Kanchipuram","631 503","Kanchipuram","Kanchipuram","null","null","[{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Corporate Secretaryship""},{""Courses"":""» B.C.S. - Corporate Secretaryship""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - Corporate Secretaryship""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» B.A. - English""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.A. - English""}]"
"Tiruvalluvar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/25/Tiruvalluvar-University-Affiliated-Colleges.html","Marrapan Lakshmiamma Arts and Science College for Women, Vellore","http://www.colleges-in-tamilnadu.com/colleges/272/Marrapan-Lakshmiamma-Arts-and-Science-College-for-Women.html","Marrapan Lakshmiamma Arts and Science College for Women","Arts & Science","null","null","Tiruvalluvar University","null","Womens","Self Finance","Marrapan Lakshmiamma Arts and Science College for Women

Kurumberi

Vellore","635 652","Vellore","Vellore","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - English""}]"
"Anna University - Coimbatore","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/3/Anna-University-Coimbatore-Affiliated-Colleges.html","Velalar College of Engineering and Technology, Erode","http://www.colleges-in-tamilnadu.com/colleges/1067/Velalar-College-of-Engineering-and-Technology.html","Velalar College of Engineering and Technology","Engineering","AICTE","2723","Anna University - Coimbatore","2001","Co-Education","Self Finance","Velalar College of Engineering and Technology,

Perundurai Road,

Thindal,

Erode.","638 012","Erode","Erode","0424- 2430333","0424- 2431725","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Bio-Medical Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» M.E. - Computer Science and Engineering""},{""Courses"":""» M.E. - Embedded System""}]"
"University of Madras","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/26/University-of-Madras-Affiliated-Colleges.html","Guru Shree Shanti Vijai Jain College for Women, Chennai","http://www.colleges-in-tamilnadu.com/colleges/164/Guru-Shree-Shanti-Vijai-Jain-College-for-Women.html","Guru Shree Shanti Vijai Jain College for Women","Arts & Science","null","null","University of Madras","1990","Womens","Self Finance","Guru Shree Shanti Vijai Jain College for Women

No.96, Vepery High Road

Chennai","600 007","Chennai","Chennai","null","null","[{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Electronics""},{""Courses"":""» B.Sc. - Information Technology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Corporate Secretaryship""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - Corporate Secretaryship""},{""Courses"":""» B.A. - English""},{""Courses"":""» M.Sc. - Information Technology""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Rajiv Gandhi College of Education, Krishnagiri","http://www.colleges-in-tamilnadu.com/colleges/2469/Rajiv-Gandhi-College-of-Education.html","Rajiv Gandhi College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Rajiv Gandhi College of Education

Kattinayanapalli Post

Krishnagiri","635 001","Krishnagiri","Krishnagiri","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"University of Madras","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/26/University-of-Madras-Affiliated-Colleges.html","Sridevi Arts and Science College, Tiruvallur","http://www.colleges-in-tamilnadu.com/colleges/466/Sridevi-Arts-and-Science-College.html","Sridevi Arts and Science College","Arts & Science","null","null","University of Madras","2001","Co-Education","Self Finance","Sridevi Arts and Science College

Krishnapuram

Ponneri,Tiruvallur.","601 204","Tiruvallur","Tiruvallur","null","null","[{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Corporate Secretaryship""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Govt. Institute of Rehabilitation Medicine, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1607/Govt-Institute-of-Rehabilitation-Medicine.html","Govt. Institute of Rehabilitation Medicine","Physiotherapy","null","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Government","Govt. Institute of Rehabilitation Medicine

K.K.Nagar

Chennai","600 083","Chennai","Chennai","null","null","[{""Courses"":""» B.P.T. - Physiotherapy""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Crescent College of Education for Women, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1953/Crescent-College-of-Education-for-Women.html","Crescent College of Education for Women","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2005","Womens","Self Finance","Crescent College of Education for Women

Seethakathi Nagar

Kallampatti

Natham Algarkoil

Link Road

Madurai","625 014","Madurai","Madurai","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University - Tirunelveli","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/5/Anna-University-Tirunelveli-Affiliated-Colleges.html","Sri Vidya College of Engineering and Technology, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/989/Sri-Vidya-College-of-Engineering-and-Technology.html","Sri Vidya College of Engineering and Technology","Engineering","AICTE","4996","Anna University - Tirunelveli","2008","Co-Education","Self Finance","Sri Vidya College of Engineering and Technology,

Sivakasi Main Road,

P.Kumaralingapuram,

Virudhunagar.","626 005","Virudhunagar","Virudhunagar","04562267467","04562267568","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Mar Chrysostom College of Education, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/2302/Mar-Chrysostom-College-of-Education.html","Mar Chrysostom College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Co-Education","Self Finance","Mar Chrysostom College of Education

Kirathoor

Kanyakumari","629 181","Kanyakumari","Kanyakumari","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","Thiruvalluvar College of Engineering and Technology, Tiruvannamalai, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1028/Thiruvalluvar-College-of-Engineering-and-Technology.html","Thiruvalluvar College of Engineering and Technology","Engineering","AICTE","1518","Anna University","1998","Co-Education","Self Finance","Thiruvalluvar College of Engineering and Technology,

Arunachal City,

Ponnur Hills,

Chetpet Road,

Vandavasi,

Tiruvannamalai.","604 505","Tiruvannamalai","Tiruvanamalai","04183 - 203083","04183 - 227119","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Aeronautical Engineering""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Electronics And Instrumentation Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» M.Sc. - Computer Technology (Integrated)""},{""Courses"":""» M.E. - Applied Electronics""},{""Courses"":""» M.E. - CAD/CAM Engineering""},{""Courses"":""» M.E. - Computer Science and Engineering""}]"
"Bharathiyar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/7/Bharathiyar-University-Affiliated-Colleges.html","C.M.S. College of Science and Commerce, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/84/C-M-S-College-of-Science-and-Commerce.html","C.M.S. College of Science and Commerce","Arts & Science","NAAC","null","Bharathiyar University","1988","Co-Education","Self Finance","C.M.S. College of Science and Commerce

Chinnavedampatti

Coimbatore","641 006","Coimbatore","Coimbatore","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Bio-Technology""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Electronics""},{""Courses"":""» B.Sc. - Hotel Management & Catering Technology""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Microbiology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Computer Application""},{""Courses"":""» B.Com. - E-Commerce""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.M. - Business Management""},{""Courses"":""» M.Sc. - Applied Electronics""},{""Courses"":""» M.Sc. - Bio-Informatics""},{""Courses"":""» M.Sc. - Bio-Technology""},{""Courses"":""» M.Sc. - Computer Science""},{""Courses"":""» M.Sc. - Information Science & Management""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Software Systems (Integrated )""},{""Courses"":""» M.S.W. - Social Work""},{""Courses"":""» M.F.C. - Finance & Control""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.Com. - Computer Applications""},{""Courses"":""» M.Com. - International Business""},{""Courses"":""» Ph.D. - Commerce""},{""Courses"":""» M.Phil. - Commerce""},{""Courses"":""» M.Phil. - Computer Science""},{""Courses"":""» M.Phil. - Management""},{""Courses"":""» M.Phil. - Mathematics""},{""Courses"":""» M.Phil. - Social Work""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Vysya College of Education, Salem","http://www.colleges-in-tamilnadu.com/colleges/2977/Vysya-College-of-Education.html","Vysya College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Vysya College of Education

Ramakrishnapuram

Masinaickenpatty

Ayodhiyapattinam Post

Salem","636 103","Salem","Salem","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Meston College of Education (Autonomous), Chennai","http://www.colleges-in-tamilnadu.com/colleges/2330/Meston-College-of-Education-Autonomous.html","Meston College of Education (Autonomous)","Teacher Education","NCTE,NAAC","null","Tamil Nadu Teachers Education University","2001","Co-Education","Self Finance","Meston College of Education (Autonomous)

Royapetah

Chennai","600 014","Chennai","Chennai","null","null","[{""Courses"":""» B.Ed. - Education""},{""Courses"":""» M.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Arputha Jothi College of Teacher Education, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1851/Arputha-Jothi-College-of-Teacher-Education.html","Arputha Jothi College of Teacher Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Arputha Jothi College of Teacher Education

No.4, Arputha Nagar

Keerambur Post

Namakkal","637 207","Namakkal","Namakkal","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Bharathidasan University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/8/Bharathidasan-University-Affiliated-Colleges.html","Srinivasan College of Arts and Science, Perambalur","http://www.colleges-in-tamilnadu.com/colleges/468/Srinivasan-College-of-Arts-and-Science.html","Srinivasan College of Arts and Science","Arts & Science","null","null","Bharathidasan University","null","Co-Education","Self Finance","Srinivasan College of Arts and Science

Perambalur","621 212","Perambalur","Perambalur","null","null","[]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","St. Joseph College of Education, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/2793/St-Joseph-College-of-Education.html","St. Joseph College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","St. Joseph College of Education

Vaikalpatti

Mettur Post

Tiruneveli","","Tirunelveli","Tirunelveli","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Sri Veerasamy Chettiar Institute of Teacher Education, Sivagiri, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/2737/Sri-Veerasamy-Chettiar-Institute-of-Teacher-Education.html","Sri Veerasamy Chettiar Institute of Teacher Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Sri Veerasamy Chettiar Institute of Teacher Education

S.V. Nagar

Sangaran Kovil

Puliangudi Road

Sivagiri","","Sivagiri","Tirunelveli","null","null","[{""Courses"":""» D.T.Ed. - Dip. in Teacher Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Bethany Navajeevan College of Education, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1890/Bethany-Navajeevan-College-of-Education.html","Bethany Navajeevan College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Co-Education","Self Finance","Bethany Navajeevan College of Education

Bethany Nagar

Puthukkadai

Vencode

Kanyakumari","629 171","Kanyakumari","Kanyakumari","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","U.C.A. College of Physiotherapy, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1641/U-C-A-College-of-Physiotherapy.html","U.C.A. College of Physiotherapy","Physiotherapy","null","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Self Finance","U.C.A. College of Physiotherapy

Old No:37 (New No:30)

Pachiyappas Hostel Road

Chetpet

Chennai","600 010","Chennai","Chennai","null","null","[{""Courses"":""» B.P.T. - Physiotherapy""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Sri Ranga Chinnammal College of Education, Gingee, Villupuram","http://www.colleges-in-tamilnadu.com/colleges/2704/Sri-Ranga-Chinnammal-College-of-Education.html","Sri Ranga Chinnammal College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2006","Co-Education","Self Finance","Sri Ranga Chinnammal College of Education

Alampoondi Village

Gingee","604 151","Gingee","Villupuram","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Deemed University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/27/Deemed-University-Affiliated-Colleges.html","Kalasalingam University (Arulmigu Kalasalingam College of Engineering), Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/736/Kalasalingam-University-Arulmigu-Kalasalingam-College-of-Engineering.html","Kalasalingam University (Arulmigu Kalasalingam College of Engineering)","Engineering","UGC","null","Deemed University","1984","Co-Education","Self Finance","Kalasalingam University (Arulmigu Kalasalingam College of Engineering)

Anand Nagar

KrishnanKoil - Srivilliputtur (Via)

Virudhunagar","626 190","Virudhunagar","Virudhunagar","null","null","[{""Courses"":""» B.Tech. - Bio Technology""},{""Courses"":""» B.Tech. - Chemical Engineering""},{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Instrumentation and Control Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» M.Sc. - Computer Technology""},{""Courses"":""» M.Sc. - Medical Physics""},{""Courses"":""» M.E. - CAD/CAM Engineering""},{""Courses"":""» M.E. - Computer Science and Engineering""},{""Courses"":""» M.E. - Control & Instrumentation Engineering""},{""Courses"":""» M.E. - Digital Communication and Network Engineering""},{""Courses"":""» M.E. - Embedded Systems Technology""},{""Courses"":""» M.E. - Energy Engineering""},{""Courses"":""» M.E. - Environmental Engineering""},{""Courses"":""» M.E. - Network Engineering""},{""Courses"":""» M.E. - Power Systems Engineering""},{""Courses"":""» M.E. - VLSI Design""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Karpaga Vinayaga Institute of Dental Sciences, Madhuranthagam, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1492/Karpaga-Vinayaga-Institute-of-Dental-Sciences.html","Karpaga Vinayaga Institute of Dental Sciences","Dental","DCI","null","Tamil Nadu Dr. M.G.R. Medical University","2007","Co-Education","Self Finance","Karpaga Vinayaga Institute of Dental Sciences

G.S.T. Road

Kolampakkam

Palayanoor Post

Madhuranthagam Taluk

Kanchipuram","603 308","Madhuranthagam","Kanchipuram","044 - 2759 8232","044 -2756 5487","[{""Courses"":""» B.D.S. - Dental Surgery""}]"
