poly,poly-href,col-list,col-list-href,CollegeName,CollegeCategory,ApprovedBy,CollegeCode,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses,pagination,pagination-href
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","U.S.P Polytechnic College, Tenkasi, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/1426/U-S-P-Polytechnic-College.html","U.S.P Polytechnic College","Polytechnic","null","822","2009","Co-Education","Self Finance","U.S.P Polytechnic College

U.S.P. Nagar

Kodikurichi

Tenkasi","627 804","Tenkasi","Tirunelveli","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""}]","U","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/U/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Pastor Lenssen Polytechnic College, Radhapuram, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/1271/Pastor-Lenssen-Polytechnic-College.html","Pastor Lenssen Polytechnic College","Polytechnic","AICTE","566","2001","Co-Education","Self Finance","Pastor Lenssen Polytechnic College

Lenssen Nagar

Kuthenkuly Post

Radhapuram","627 104","Radhapuram","Tirunelveli","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","M.N.S.K Polytechnic College, Alangudi, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/1218/M-N-S-K-Polytechnic-College.html","M.N.S.K Polytechnic College","Polytechnic","null","826","2008","Co-Education","Self Finance","M.N.S.K Polytechnic College

Dhakshinapuram

Vallathirakkottai

Alangudi","622 305","Alangudi","Pudukottai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Institute of Printing Technology, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1174/Institute-of-Printing-Technology.html","Institute of Printing Technology","Polytechnic","AICTE","102","1926","Co-Education","Government","Institute of Printing Technology

Cit Campus

Rajiv Gandhi Road

Kalikundram

Mylapore

Chennai","600 113","Chennai","Chennai","2254 1110","null","[{""Courses"":""» Dip. in - Printing Technology""}]","I","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/I/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Thiagarajar Polytechnic College, Valappady, Salem","http://www.colleges-in-tamilnadu.com/colleges/1369/Sri-Thiagarajar-Polytechnic-College.html","Sri Thiagarajar Polytechnic College","Polytechnic","null","819","2009","Co-Education","Self Finance","Sri Thiagarajar Polytechnic College

Lakshmi Nagar

Valappady","636 115","Valappady","Salem","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","K.S. Rangasamy Institute of Technology, Tiruchengode, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1193/K-S-Rangasamy-Institute-of-Technology.html","K.S. Rangasamy Institute of Technology","Polytechnic","AICTE","328","1984","Co-Education","Self Finance","K.S. Rangasamy Institute of Technology

Paramasivagoudanpalayam

Thokkavadi Post

Tiruchengode","637 209","Tiruchengode","Namakkal","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Computer Networking""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Textile Technology""}]","K","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/K/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Rajagopal Polytechnic College, Gudiyatham, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1281/Rajagopal-Polytechnic-College.html","Rajagopal Polytechnic College","Polytechnic","AICTE","207","1960","Co-Education","Aided","Rajagopal Polytechnic College

Gandhi Nagar

Kondasamudram

Gudiyatham","632 602","Gudiyatham","Vellore","221 088","224 498","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","R","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/R/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","The Kavery Polytechnic College, Mettur, Salem","http://www.colleges-in-tamilnadu.com/colleges/1410/The-Kavery-Polytechnic-College.html","The Kavery Polytechnic College","Polytechnic","AICTE","546","1998","Co-Education","Self Finance","The Kavery Polytechnic College

M.Kallipatti Village

Mecheri

Mettur","636 453","Mettur","Salem","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Chemical Technology""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Marutam Nelli Polytechnic College, Nallampalli, Dharmapuri","http://www.colleges-in-tamilnadu.com/colleges/1223/Marutam-Nelli-Polytechnic-College.html","Marutam Nelli Polytechnic College","Polytechnic","null","786","2009","Co-Education","Self Finance","Marutam Nelli Polytechnic College

2/1, Agri Thottam

Pallapatty

Dalavahalli

Nallampalli","636 803","Nallampalli","Dharmapuri","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","P.A Polytechnic College, Pollachi, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1257/P-A-Polytechnic-College.html","P.A Polytechnic College","Polytechnic","null","576","2006","Co-Education","Self Finance","P.A Polytechnic College

Puliyampatty

Pollachi","642 002","Pollachi","Coimbatore","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Government Polytechnic College, Udagamandalam, Nilgiris","http://www.colleges-in-tamilnadu.com/colleges/1158/Government-Polytechnic-College.html","Government Polytechnic College","Polytechnic","AICTE","112","1982","Co-Education","Government","Government Polytechnic College, Nilgiris

Butt fire

Finger post

Udhagamandalam","643 006","Udagamandalam","Nilgiris","2443 407","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Modern Office Practice""}]","G","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/G/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Christ The King Institute of Technology, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1132/Christ-The-King-Institute-of-Technology.html","Christ The King Institute of Technology","Polytechnic","AICTE","360","1985","Co-Education","Self Finance","Christ The King Institute of Technology

Premier Nagar

Othakkalmandapam

Coimbatore.","641 032","Coimbatore","Coimbatore","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","C","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/C/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","M.S.P. Velayutha Nadar Lakshmithaiammal Polytechnic College, Alangulam, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/1219/M-S-P-Velayutha-Nadar-Lakshmithaiammal-Polytechnic-College.html","M.S.P. Velayutha Nadar Lakshmithaiammal Polytechnic College","Polytechnic","AICTE","367","1985","Co-Education","Self Finance","M.S.P. Velayutha Nadar Lakshmithaiammal Polytechnic College

Pavoorchatram

Sivagamipuram

Keelapavoor

Pethanadarpatti

Alangulam","627 808","Alangulam","Tirunelveli","null","null","[{""Courses"":""» Dip. in - Automobile Technology""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Gandhi Polytechnic College, Erode","http://www.colleges-in-tamilnadu.com/colleges/1164/Gandhi-Polytechnic-College.html","Gandhi Polytechnic College","Polytechnic","null","732","2008","Co-Education","Self Finance","Gandhi Polytechnic College

Sathy-Covai Nh Road

Gandhi Kalvi Nagar

Vinnappalli

Sathyamangalam","638 402","Erode","Erode","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","G","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/G/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Swamy Abedhananda Polytechnic College, Vandavasi, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1395/Swamy-Abedhananda-Polytechnic-College.html","Swamy Abedhananda Polytechnic College","Polytechnic","AICTE","311","1984","Co-Education","Self Finance","Swamy Abedhananda Polytechnic College

Thellar

Vandavasi-Tindivanam Highway

Vandavasi","604 406","Vandavasi","Tiruvanamalai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics (Robotics)""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Elumalai Polytechnic College, Villupuram","http://www.colleges-in-tamilnadu.com/colleges/1143/Elumalai-Polytechnic-College.html","Elumalai Polytechnic College","Polytechnic","AICTE","313","1983","Co-Education","Self Finance","Elumalai Polytechnic College

Trichy Trunk Road

Salamedu

KoliyanUR

Kandamanadi","605 401","Villupuram","Villupuram","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","E","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/E/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","K.L. Nagaswamy Memorial Polytechnic College, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1188/K-L-Nagaswamy-Memorial-Polytechnic-College.html","K.L. Nagaswamy Memorial Polytechnic College","Polytechnic","AICTE","null","1983","Co-Education","Self Finance","K.L. Nagaswamy Memorial Polytchnic College

Kozhimedu,

Viraganoor (Post),

Madurai","625 009","Madurai","Madurai","0452 - 246 5513","0452 - 246 5880","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","K","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/K/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Union Christian Polytechnic College, Melpalai, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1430/Union-Christian-Polytechnic-College.html","Union Christian Polytechnic College","Polytechnic","AICTE","775","2008","Co-Education","Self Finance","Union Christian Polytechnic College

Kuttaicode

Edaicode

Vilavancode

Melpalai","629 152","Melpalai","Kanyakumari","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""}]","U","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/U/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Renugambal Polytechnic College, Polur, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1363/Sri-Renugambal-Polytechnic-College.html","Sri Renugambal Polytechnic College","Polytechnic","null","747","2008","Co-Education","Self Finance","Sri Renugambal Polytechnic College

C.C Road, Ettivadi

Polur","606 907","Polur","Tiruvanamalai","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Salem Kongu Polytechnic College, Veerapandi, Salem","http://www.colleges-in-tamilnadu.com/colleges/1314/Salem-Kongu-Polytechnic-College.html","Salem Kongu Polytechnic College","Polytechnic","null","733","2008","Co-Education","Self Finance","Salem Kongu Polytechnic College

6/34, Tiruchengode Main Road

Veerapandi Post

Veerapandi","636 308","Veerapandi","Salem","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
