_id,CollegeName,university,col-list,CollegeCategory,ApprovedBy,CollegeCode,AffiliatedUniversity,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses
1427,Ponjesly College of Education,Tamil Nadu Teachers Education University,"Ponjesly College of Education, Nagercoil, Kanyakumari",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"Ponjesly College of Education

No.253/E - 3, K.P. Road

Vettoornimadam Post

Nagercoil",629 003,Nagercoil,Kanyakumari,null,null,B.Ed. - Education
1428,Vetri Vinayaha College of Engineering and Technology,Anna University - Trichy,"Vetri Vinayaha College of Engineering and Technology, Trichy",Engineering,AICTE,3850,Anna University - Trichy,2009,Co-Education,Self Finance,"Vetri Vinayaha College of Engineering and Technology,

Namakkal - Trichy Main Road,

Tholurpatti Village,

Thottiam,

Trichy.",621 215,Trichy,Trichy,04326277333,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
1429,Arun Krishna College of Arts and Science,Tiruvalluvar University,"Arun Krishna College of Arts and Science, Tiruvannamalai, Tiruvanamalai",Arts & Science,null,null,Tiruvalluvar University,1997,Co-Education,Self Finance,"Arun Krishna College of Arts and Science

Chengam

Tiruvannamalai",Pin Code,Tiruvannamalai,Tiruvanamalai,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Microbiology,B.Com. - (Regular),B.B.A. - Business Administration,B.A. - English,B.A. - Tamil,M.Sc. - Information Technology,M.Sc. - Mathematics"
1430,Ayyan Thiruvalluvar College of Arts and Science,Bharathiyar University,"Ayyan Thiruvalluvar College of Arts and Science, Coimbatore",Arts & Science,null,null,Bharathiyar University,2001,Co-Education,Self Finance,"Ayyan Thiruvalluvar College of Arts and Science

Allathur Village

Sellppampalayam

Punjai Puliampatti

Coimbatore",639 459,Coimbatore,Coimbatore,null,null,"B.Sc. - Computer Science,B.Com. - Computer Application,B.C.A. - Computer Application,B.B.M. - Business Management,M.Com. - Computer Applications"
1431,Annai Meenakshi College of Nursing,Tamil Nadu Dr. M.G.R. Medical University,"Annai Meenakshi College of Nursing, Coimbatore",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,null,Womens,Self Finance,"Annai Meenakshi College of Nursing

P.B.No:4431

Madukkarai Market Road

Industrial Estate Post

Coimbatore",641 021,Coimbatore,Coimbatore,null,null,"B.Sc. - Nursing,M.Sc. - Community Health Nursing,M.Sc. - Medical Surgical Nursing,M.Sc. - Obstretics and Gynaecology Nursing"
1432,K. Ramakrishnan College of Technology,Anna University - Trichy,"K. Ramakrishnan College of Technology, Trichy",Engineering,null,3701,Anna University - Trichy,2010,Co-Education,Self Finance,"K. Ramakrishnan College of Technology

Kariyamanickam Road

Samayapuram",621 112,Trichy,Trichy,0431 – 2670799,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
1433,Govt. Arts College,Periyar University,"Govt. Arts College, Salem",Arts & Science,NAAC,null,Periyar University,1879,Co-Education,Government,"Govt. Arts College, Salem

Cherry Road

Salem",636 007,Salem,Salem,null,null,"B.Sc. - Botany,B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Electronics,B.Sc. - Geography,B.Sc. - Geology,B.Sc. - Mathematics,B.Sc. - Physics,B.Sc. - Statistics,B.Sc. - Zoology,B.Com. - (Regular),B.Com. - Computer Application,B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - Co-Operation,B.A. - Economics,B.A. - English,B.A. - Geography,B.A. - History,B.A. - Tamil,M.Sc. - Chemistry,M.Sc. - Computer Science,M.Sc. - Geology,M.Sc. - Mathematics,M.Sc. - Physics,M.Sc. - Statistics,M.Com. - (Regular),M.A. - Co-operation,M.A. - Economics,M.A. - English,M.A. - History,M.A. - Public Administration,M.A. - Tamil,Ph.D. - Tamil,M.Phil. - Commerce,M.Phil. - Tamil"
1434,Meenakshi Ramasamy Arts and Science College,Bharathidasan University,"Meenakshi Ramasamy Arts and Science College, Perambalur",Arts & Science,null,null,Bharathidasan University,2002,Co-Education,Self Finance,"Meenakshi Ramasamy Arts and Science College

Thathanur

Udayarpalayam

Perambalur",621 804,Perambalur,Perambalur,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Bio-Technology,B.Sc. - Computer Science,B.Sc. - Hotel Management & Catering Technology,B.Sc. - Industrial Electronics,B.Sc. - Information Technology,B.Sc. - Microbiology,B.Lit. - Tamil,B.Com. - (Regular),B.C.A. - Computer Application,B.B.A. - Business Administration,M.Sc. - Bio-Chemistry,M.Sc. - Bio-Technology,M.Sc. - Computer Science,M.Sc. - Electronics,M.Sc. - Micro Biology,M.Com. - (Regular)"
1435,Pachamuthu College of Education,Tamil Nadu Teachers Education University,"Pachamuthu College of Education, Dharmapuri",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2006,Co-Education,Self Finance,"Pachamuthu College of Education

No.26 - C, Salem Main Road

Dharmapuri",636 705,Dharmapuri,Dharmapuri,null,null,B.Ed. - Education
1436,Sri Venkateshwara Vidhyalaya College of Education,Tamil Nadu Teachers Education University,"Sri Venkateshwara Vidhyalaya College of Education, Gobi, Erode",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2006,Co-Education,Self Finance,"Sri Venkateshwara Vidhyalaya College of Education

Sri Vaishnavi Devi Nagar

Thasampalayam

P.K.Palayam Post

Gobi Chettipalayam",638 476,Gobi,Erode,null,null,"B.Ed. - Education,D.T.Ed. - Dip. in Teacher Education"
1437,T.V.M. College of Education,Tamil Nadu Teachers Education University,"T.V.M. College of Education, Tiruvallur",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"T.V.M. College of Education

S.K.T. Building

Podaturpet

Pallipat Taluk

Tiruvallur",631 208,Tiruvallur,Tiruvallur,null,null,B.Ed. - Education
1438,Attur Arts and Science College,Periyar University,"Attur Arts and Science College, Attur, Salem",Arts & Science,null,null,Periyar University,null,Co-Education,Self Finance,"Attur Arts and Science College

Attur",,Attur,Salem,null,null,[
1439,K.N. Subbaraj Memorial College of Education,Tamil Nadu Teachers Education University,"K.N. Subbaraj Memorial College of Education, Ettayapuram, Tuticorin",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"K.N. Subbaraj Memorial College of Education

Kadalaiyur Road

Ettayapuram",628 902,Ettayapuram,Tuticorin,null,null,B.Ed. - Education
1440,Padmavathi College of Education,Tamil Nadu Teachers Education University,"Padmavathi College of Education, Chennai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"Padmavathi College of Education

No.6/7, 7th Street

Gopalapuram

Chennai",600 086,Chennai,Chennai,null,null,B.Ed. - Education
1441,Mohamed Sathak Teacher Training College,Tamil Nadu Teachers Education University,"Mohamed Sathak Teacher Training College, Chengalpattu, Kanchipuram",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"Mohamed Sathak Teacher Training College

No.43, Old Mahabalipuram Road

Pudur

Chengalpet",603 103,Chengalpattu,Kanchipuram,null,null,B.Ed. - Education
1442,Sri Eshwar College of Engineering,Anna University - Coimbatore,"Sri Eshwar College of Engineering, Coimbatore",Engineering,AICTE,2739,Anna University - Coimbatore,2008,Co-Education,Self Finance,"Sri Eshwar College of Engineering,

Kondampatti Post,

Vadasithur (Via),

Kinathukadavu,

Coimbatore.",641 202,Coimbatore,Coimbatore,04259- 200300,04259-242292,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
1443,Govt. Arts College,Bharathiyar University,"Govt. Arts College, Udagamandalam, Nilgiris",Arts & Science,NAAC,null,Bharathiyar University,1955,Co-Education,Government,"Govt. Arts College, Udagamandalam

Stone House Hill

Udhagamandalam",643 002,Udagamandalam,Nilgiris,null,null,"B.Sc. - Bio-Technology,B.Sc. - Botany,B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physics,B.Sc. - Zoology,B.Com. - (Regular),B.Com. - Computer Application,B.A. - Defence & Strategic Studies,B.A. - Economics,B.A. - English,B.A. - History,B.A. - Tamil,B.A. - Tourism & Travel Management,M.Sc. - Botany,M.Sc. - Chemistry,M.Sc. - Physics,M.I.B. - International Business,M.A. - English,M.A. - History,M.A. - Tamil,P.G.D. - Clinical Lab Technician,Ph.D. - Botany,Ph.D. - Chemistry,Ph.D. - English,Ph.D. - Tamil,M.Phil. - Botany,M.Phil. - English,M.Phil. - Tamil"
1444,The Kavery College of Engineering,Anna University - Coimbatore,"The Kavery College of Engineering, Mettur, Salem",Engineering,AICTE,2666,Anna University - Coimbatore,2009,Co-Education,Self Finance,"The Kavery College of Engineering,

M. Kalipatti Post,

Mecheri,

Mettur,

Salem.",636 453,Mettur,Salem,04298278156,null,"B.E. - Automobile Engineering,B.E. - Civil Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
1445,Mother Terasa College of Teacher Education,Tamil Nadu Teachers Education University,"Mother Terasa College of Teacher Education, Pudukottai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"Mother Terasa College of Teacher Education

Mettusalai

Illuppur Post

Pudukottai",622 102,Pudukottai,Pudukottai,null,null,"B.Ed. - Education,M.Ed. - Education"
1446,Velammal Engineering College,Anna University,"Velammal Engineering College, Chennai",Engineering,AICTE,1120,Anna University,1995,Co-Education,Self Finance,"Velammal Engineering College,

Ambattur Red Hills Road,

Velammal Nagar,

Surapet,

Pozhal,

Chennai.",600 066,Chennai,Chennai,044 - 26591860,044 -26591870,"B.Tech. - Information Technology,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Electronics And Instrumentation Engineering,B.E. - Mechanical Engineering,B.E. - Production Engineering,M.Tech. - Information Technology,M.Sc. - Computer Technology (Integrated),M.Sc. - Information Technology,M.E. - Applied Electronics,M.E. - Computer Science and Engineering,M.E. - Embedded Systems Technology,M.E. - Internal Combustion Engineering,M.E. - Pervasive Computing Technology,M.E. - Power Systems Engineering"
1447,Joe Suresh Engineering CollegeJoe Suresh Engineering College,Anna University - Tirunelveli,"Joe Suresh Engineering CollegeJoe Suresh Engineering College, Palayamkottai, Tirunelveli",Engineering,AICTE,4958,Anna University - Tirunelveli,2001,Co-Education,Self Finance,"Joe Suresh Engineering College,

Raja Nagar, 

Mundradaippu Post, 

Ponnakudi village, 

Palayamkottai taluk, 

Tirunelveli",627 152,Palayamkottai,Tirunelveli,0462- 2484314,0462- 2484315,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering"
1448,Christian College of Nursing,Tamil Nadu Dr. M.G.R. Medical University,"Christian College of Nursing, Kanyakumari",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,null,Womens,Self Finance,"Christian College of Nursing, Kanyakumari Dt

Kanyakumari Medical Mission

Kanyakumari CSI Diocese

Neyoor

Kanyakumari",629 802,Kanyakumari,Kanyakumari,null,null,"B.Sc. - Nursing,M.Sc. - Community Health Nursing,M.Sc. - Medical Surgical Nursing,M.Sc. - Obstretics and Gynaecology Nursing,M.Sc. - Pshyciatric Nursing"
1449,Devanga Arts College,Madurai Kamaraj University,"Devanga Arts College, Aruppukottai, Virudhunagar",Arts & Science,NAAC,null,Madurai Kamaraj University,1970,Co-Education,Aided,"Devanga Arts College

No.801, Thiruchuli Road

Aruppukottai",626 101,Aruppukottai,Virudhunagar,null,null,"B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physics,B.Com. - (Regular),B.Com. - Computer Application,B.B.A. - Business Administration,B.A. - Economics,B.A. - English,B.A. - History,B.A. - Tamil,M.Sc. - Computer Science,M.Sc. - Information Technology,M.Sc. - Physics,M.Com. - Computer Applications,P.G.D.C.A - Computer Applications"
1450,Thiagarajar College (Autonomous),Madurai Kamaraj University,"Thiagarajar College (Autonomous), Madurai",Arts & Science,NAAC,null,Madurai Kamaraj University,1949,Co-Education,Self Finance,"Thiagarajar College (Autonomous)

No.139, Kamarajar Salai

Madurai",625 009,Madurai,Madurai,null,null,"B.Sc. - Bio-Technology,B.Sc. - Botany,B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Microbiology,B.Sc. - Physics,B.Com. - (Regular),B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - Economics,B.A. - English,B.A. - Tamil,M.Sc. - Botany,M.Sc. - Chemistry,M.Sc. - Computer Science,M.Sc. - Mathematics,M.Sc. - Micro Biology,M.Sc. - Physics,M.Sc. - Zoology,M.F.C. - Finance & Control,M.A. - Economics,M.A. - English,M.A. - Tamil,P.G.D.C.A - Computer Applications,Ph.D. - Botany,Ph.D. - Chemistry,Ph.D. - English,Ph.D. - Microbiology,Ph.D. - Tamil,Ph.D. - Zoology,M.Phil. - Botany,M.Phil. - English,M.Phil. - Tamil,M.Phil. - Zoology"
1451,M.G.R. College,Periyar University,"M.G.R. College, Hosur, Dharmapuri",Arts & Science,null,null,Periyar University,1988,Co-Education,Self Finance,"M.G.R. College

Dr.M.G.R. Nagar

Hosur",635 109,Hosur,Dharmapuri,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Bio-Technology,B.Sc. - Computer Science,B.Sc. - Electronics,B.Sc. - Hotel Management & Catering Technology,B.Sc. - Microbiology,B.Com. - (Regular),B.Com. - Computer Application,B.C.A. - Computer Application,B.B.A. - Business Administration,M.Sc. - Applied Microbiology,M.Sc. - Bio-Chemistry,M.Sc. - Bio-Technology,M.Sc. - Computer Science,M.Sc. - E-Commerce & Web Design,M.Sc. - Environmental Science,M.Sc. - Information Science & Management,M.Sc. - Information Technology,M.Sc. - Software Science (Integrated ),M.Com. - (Regular),Ph.D. - Microbiology,Ph.D. - Tamil,M.Phil. - Microbiology,M.Phil. - Tamil"
1452,Kamaraj College of Engineering and Technology,Anna University - Tirunelveli,"Kamaraj College of Engineering and Technology, Thirumangalam, Madurai",Engineering,AICTE,4959,Anna University - Tirunelveli,1998,Co-Education,Self Finance,"Kamaraj College of Engineering and Technology

S.P.G.Chidambara Nadar- C.Nagammal Campus,

S.P.G.C. Nagar, 

Post Box No:12, 

Kallikudi post, 

Thirumangalam taluk,

Madurai",626 001,Thirumangalam,Madurai,04549-278171,04549-278191,"B.Tech. - Bio Technology,B.Tech. - Information Technology,B.Tech. - Polymer Technology,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Electronics And Instrumentation Engineering,B.E. - Mechanical Engineering,M.Sc. - Software Engineering (Integrated)"
1453,Asan Memorial College of Engineering and Technology,Anna University,"Asan Memorial College of Engineering and Technology, Chengalpattu, Chennai",Engineering,null,null,Anna University,null,Co-Education,Self Finance,"Asan Memorial College of Engineering

Asan Nagar,

Chengalpattu - Mahabalipuram High Way,

Thandarai-Keerapakkam

Chengalpattu,

Chennai.",603 105,Chengalpattu,Chennai,044-27447283,044-27449106,"B.Tech. - Information Technology,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Electronics And Instrumentation Engineering,B.E. - Mechanical Engineering"
1454,Nehru Memorial College,Bharathidasan University,"Nehru Memorial College, Trichy",Arts & Science,null,null,Bharathidasan University,1967,Co-Education,Self Finance,"Nehru Memorial College

Puthanampatti

Musiri Taluk

Trichy",621 007,Trichy,Trichy,null,null,"B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physics,B.Sc. - Zoology,B.Com. - (Regular),B.A. - Economics,M.Sc. - Applied Physics,M.Sc. - Computer Science,M.Sc. - Information Science & Management,M.Sc. - Information Technology,M.Sc. - Mathematics,M.Sc. - Physics,M.Sc. - Software Science,M.Sc. - Zoology,M.Com. - (Regular),P.G.D.C.A - Computer Applications,Ph.D. - Physics,M.Phil. - Commerce,M.Phil. - Physics"
1455,Kumaraguru College of Technology,Anna University - Coimbatore,"Kumaraguru College of Technology, Coimbatore",Engineering,"AICTE ,NAAC",2712,Anna University - Coimbatore,1984,Co-Education,Self Finance,"Kumaraguru College of Technology,

Post Box No. 2034,

Ganapathy,

Chinnavedampatti Post,Saravanampatti,

Coimbatore.",641 035,Coimbatore,Coimbatore,0422 - 2669401,0422 - 2669402,"B.Tech. - Bio Technology,B.Tech. - Fashion Technology,B.Tech. - Information Technology,B.Tech. - Textile Technology,B.E. - Aeronautical Engineering,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Electronics And Instrumentation Engineering,B.E. - Mechanical Engineering,B.E. - Mechatronics Engineering,M.Tech. - Apparel Technology & Management,M.Tech. - Bio-Technology,M.Tech. - Textile Technology,M.E. - Applied Electronics,M.E. - CAD/CAM Engineering,M.E. - Communication Systems,M.E. - Computer Science and Engineering,M.E. - Energy Engineering,M.E. - Industrial Engineering,M.E. - Power Electronics and Drives,M.E. - Structural Engineering"
1456,Sri Sai Bharath College of Arts and Science,Madurai Kamaraj University,"Sri Sai Bharath College of Arts and Science, Dindigul",Arts & Science,null,null,Madurai Kamaraj University,1998,Co-Education,Self Finance,"Sri Sai Bharath College of Arts and Science
Sri Sai Bharath Trust
Old Karur Road
M.V.M.Nagar
Dindigul",null,Dindigul,Dindigul,null,null,"B.Sc. - Computer Science,B.Sc. - Microbiology,B.Com. - Computer Application"
1457,Rev. John Thomas College of Education for Women,Tamil Nadu Teachers Education University,"Rev. John Thomas College of Education for Women, Meignanapuram, Madurai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Womens,Self Finance,"Rev. John Thomas College of Education for Women

Meignanapuram",,Meignanapuram,Madurai,null,null,B.Ed. - Education
1458,S.R.M. College of Education,Tamil Nadu Teachers Education University,"S.R.M. College of Education, Vaniyambadi, Vellore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"S.R.M. College of Education

No.85, Trunk Road

Valayampattu

Vaniyambadi",635 751,Vaniyambadi,Vellore,null,null,B.Ed. - Education
1459,R.G. Pattammal Govindarajan Teacher Education School,Tamil Nadu Teachers Education University,"R.G. Pattammal Govindarajan Teacher Education School, Kumbakonam, Thanjavur",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"R.G. Pattammal Govindarajan Teacher Education School

No.106, Needamangalam Road

Sakkotai Post

Kumbakonam",612 001,Kumbakonam,Thanjavur,null,null,D.T.Ed. - Dip. in Teacher Education
1460,Chellammal Women's College of the Pachaiyappa's Trust,University of Madras,"Chellammal Women's College of the Pachaiyappa's Trust, Chennai",Arts & Science,null,null,University of Madras,1971,Womens,Aided,"Chellammal Women's College of the Pachaiyappa's Trust

No.112, Anna Salai

Guindy

Chennai",600 002,Chennai,Chennai,null,null,"B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Zoology,B.Com. - (Regular),B.C.S. - Corporate Secretaryship,B.A. - Economics,B.A. - English,B.A. - Tamil,M.Sc. - Information Technology,M.Sc. - Mathematics,M.A. - Tamil,M.Phil. - Tamil"
1461,Jeppiaar Institute of Technology,Anna University,"Jeppiaar Institute of Technology, Kanchipuram",Engineering,AICTE,1140,Anna University,2011,Co-Education,Self Finance,"Jeppiaar Institute of Technology

Jeppiaar Nagar, Kunnam Village

Sriperumpudur,Kanchipuram.",631 604,Kanchipuram,Kanchipuram,044-27159000,null,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
1462,M.A.M. College of Engineering,Anna University - Trichy,"M.A.M. College of Engineering, Mannachanallur, Trichy",Engineering,AICTE,3810,Anna University - Trichy,1999,Co-Education,Self Finance,"M.A.M. College of Engineering,

Trichy - Chennai Trunk Road,

Avaravalli,

Siruganur,

Mannachanallur,

Trichy.",621 105,Mannachanallur,Trichy,0431-2650550,0431-2650177,"B.Tech. - Information Technology,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Electronics And Instrumentation Engineering,B.E. - Mechanical Engineering"
1463,Siva Institute of Frontier Technology - Technical Campus,Anna University,"Siva Institute of Frontier Technology - Technical Campus, Thiruvallur, Tiruvallur",Engineering,AICTE,1139,Anna University,2011,Co-Education,Self Finance,"Siva Institute of Frontier Technology - Technical Campus

337 / 1A, Vallal RCK Nagar

Thiruvallur",601 103,Thiruvallur,Tiruvallur,044-27626029 / 30 / 31,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
1464,James College of Education,Tamil Nadu Teachers Education University,"James College of Education, Kanyakumari",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"James College of Education
Manavilai
Kappiarai Post
Karinkal
Kanyakumari",629 156,Kanyakumari,Kanyakumari,null,null,"B.Ed. - Education,M.Ed. - Education"
1465,A.J. College of Pharmacy,Tamil Nadu Dr. M.G.R. Medical University,"A.J. College of Pharmacy, Chennai",Pharmacy,AICTE and PCI,null,Tamil Nadu Dr. M.G.R. Medical University,null,Co-Education,Self Finance,"A.J. College of Pharmacy

Medavakkam Road

Sholinganallur

Chennai",,Chennai,Chennai,null,null,B.Pharm. - Pharmacy
1466,Sri Venkatachalapathy College of Education,Tamil Nadu Teachers Education University,"Sri Venkatachalapathy College of Education, Tiruvannamalai, Tiruvanamalai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Sri Venkatachalapathy College of Education

Venugopalpuram

Kilnathur Post

Tiruvannamalai",606 611,Tiruvannamalai,Tiruvanamalai,null,null,B.Ed. - Education
1467,Sri Venkateswara College of Education,Tamil Nadu Teachers Education University,"Sri Venkateswara College of Education, Tittakudi, Cuddalore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"Sri Venkateswara College of Education

Kazdur Post

Tittagudi",606 304,Tittakudi,Cuddalore,null,null,"B.Ed. - Education,M.Ed. - Education"
1468,A.C. College of Engineering and Technology,Anna University - Trichy,"A.C. College of Engineering and Technology, Karaikudi, Sivagangai",Engineering,AICTE-NBA,3901,Anna University - Trichy,1952,Co-Education,Government,"A.C. College of Engineering and Technology,

ACCET,

Karaikudi,

Sivagangai.",630 004,Karaikudi,Sivagangai,04565-224535,04565-225349,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering,M.E. - CAD,M.E. - Environmental Engineering,M.E. - Manufacturing Engineering,M.E. - Optical Communication Engineering,M.E. - Power Electronics and Drives,M.E. - Structural Engineering"
1469,Sri Bharathi Arts and Science College (W),Bharathidasan University,"Sri Bharathi Arts and Science College (W), Pudukkottai, Pudukottai",Arts & Science,null,null,Bharathidasan University,null,Womens,Self Finance,"Sri Bharathi Arts and Science College (W)

Pudukkottai",622 303,Pudukkottai,Pudukottai,null,null,[
1470,Indian College of Education,Tamil Nadu Teachers Education University,"Indian College of Education, Katpadi, Vellore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Indian College of Education

Old No.54, New No.51/2A

Katpadi - Thiruvalam Road

Opp. to VIT

Katpadi",632 014,Katpadi,Vellore,null,null,"B.Ed. - Education,M.Ed. - Education"
1471,Arcot Sri Mahalakshmi Women's College,Tiruvalluvar University,"Arcot Sri Mahalakshmi Women's College, Vellore",Arts & Science,null,null,Tiruvalluvar University,null,Womens,Self Finance,"Arcot Sri Mahalakshmi Women's College

Arani Main Road

Villapakkam

Vellore",632 521,Vellore,Vellore,null,null,"B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Nutrition & Dietetics,B.Sc. - Physics,B.Com. - (Regular),B.Com. - Corporate Secretaryship,B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - Tamil,M.Sc. - Information Technology,M.Sc. - Mathematics,M.Sc. - Physics,M.Com. - (Regular),M.A. - Tamil"
1472,"Anna University Tiruchirappali, Ramanathapuram",Anna University - Trichy,"Anna University Tiruchirappali, Ramanathapuram, Ramanathapuram, Ramnad",Engineering,AICTE,3017,Anna University - Trichy,2008,Co-Education,Government,"Anna University Tiruchirappali, Ramanathapuram Campus,

Pullangudi,

Ramanathapuram.",623 513,Ramanathapuram,Ramnad,04567220699,null,"B.E. - Civil Engineering,B.E. - Civil Engineering - Tamil Medium,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering,B.E. - Mechanical Engineering - Tamil Medium"
1473,Royal College of Education,Tamil Nadu Teachers Education University,"Royal College of Education, Madurai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Royal College of Education

No.7, Raja Sir Muthaiah Nagar

70 Feet New Ellis Nagar Road

Bye Pass Road

Madurai",625 010,Madurai,Madurai,null,null,B.Ed. - Education
1474,Devendrar College of Physiotherapy,Tamil Nadu Dr. M.G.R. Medical University,"Devendrar College of Physiotherapy, Tirunelveli",Physiotherapy,null,null,Tamil Nadu Dr. M.G.R. Medical University,null,Co-Education,Self Finance,"Devendrar College of Physiotherapy

Thoothukudi Main Road

Ariyakulam

Maharaja Nagar Post

Tirunelveli",627 011,Tirunelveli,Tirunelveli,null,null,B.P.T. - Physiotherapy
1475,M.E.T. College of Education,Tamil Nadu Teachers Education University,"M.E.T. College of Education, Kanyakumari",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"M.E.T. College of Education

No.13/142-B, Mogals Garden

Poigai Dam Road

Chenbagaraman

Puthoor

Kanyakumari",629 304,Kanyakumari,Kanyakumari,null,null,M.Ed. - Education
1476,Holy Cross College,Manonmaniam Sundaranar University,"Holy Cross College, Nagercoil, Kanyakumari",Arts & Science,NAAC,null,Manonmaniam Sundaranar University,1965,Co-Education,Self Finance,"Holy Cross College, Nagercoil

Kanyakumari",629 004,Nagercoil,Kanyakumari,null,null,"B.Sc. - Bio-Technology,B.Sc. - Botany,B.Sc. - Chemistry,B.Sc. - Mathematics,B.Sc. - Physics,B.Sc. - Zoology,B.Com. - (Regular),B.A. - Economics,B.A. - English,B.A. - History,M.Sc. - Industrial Biotechnology,M.Sc. - Mathematics,M.Sc. - Physics,M.Sc. - Zoology,M.A. - Business Economics,M.A. - English"
1477,Govt. Arts College for Men (Autonomous),University of Madras,"Govt. Arts College for Men (Autonomous), Chennai",Arts & Science,NAAC,null,University of Madras,1969,Mens,Government,"Govt. Arts College for Men (Autonomous)

No.329, Anna Salai

Nandanam

Chennai",600 035,Chennai,Chennai,null,null,"B.Sc. - Bio-Technology,B.Sc. - Botany,B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physics,B.Sc. - Zoology,B.Com. - (Regular),B.C.S. - Corporate Secretaryship,B.A. - Corporate Secretaryship,B.A. - Economics,B.A. - English,B.A. - History,B.A. - Tamil,M.Com. - (Regular)"
